PSDI,InChi,LogS (log(mol/L)),LogS Temperature (C),LogS Solvent InChi,Misc. MoleFraction,Misc. Temperature (C),Misc. Solvent InChi,Source,Citation,Master Version
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.3,69.5,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.45,66.5,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.6,64.2,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.75,62.3,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.9,60.7,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,1.0,59.7,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,68.75,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.11,66.53,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.21,64.78,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.29,63.5,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.4,62.32,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.5,61.4,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.59,60.87,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.7,60.47,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.8,60.41,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.9,60.65,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,1.0,61.27,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,1.0,61.2,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,1.0,61.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,1.0,59.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.99,57.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.99,56.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.96,55.8,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.01,55.8,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,56.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,56.5,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,57.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,62.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,63.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,69.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,71.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,75.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,76.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,78.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,82.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,84.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,90.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,93.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,94.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,97.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,98.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,99.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,,,,0.0,100.0,InChI=1S/H2O/h1H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,-1.17,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,-1.18,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,-1.17,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,,,,0.0,35.65,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,,,,0.0,45.85,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,,,,0.01,60.65,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,,,,0.01,72.25,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,-8.06,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,-8.06,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI001106,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",,,,0.0,60.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001106,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",1.0,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.02,80.29,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.05,78.1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.15,73.8,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.22,72.13,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.28,70.88,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.37,70.13,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.48,69.99,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.6,69.56,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.75,69.79,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.88,70.99,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.97,74.61,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.07,67.0,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.14,63.1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.21,61.2,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.27,60.1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.31,59.1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.41,58.3,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.48,58.0,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.56,57.8,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.64,57.8,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.73,57.9,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.82,58.5,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.88,59.1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.96,61.9,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.07,77.2,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.14,74.0,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.2,72.8,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.24,71.9,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.4,70.5,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.58,69.7,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.6,69.4,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.71,69.2,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.78,70.1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.8,70.2,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.96,73.0,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.0,118.1,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.0,115.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.02,110.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.06,100.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.1,92.5,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.22,84.5,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.41,81.5,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.62,80.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.73,79.4,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.87,78.8,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.97,79.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,1.0,80.8,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.02,123.5,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.08,116.9,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.15,111.1,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.24,105.3,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.32,100.6,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.38,97.2,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.44,95.0,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.58,90.4,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.69,87.6,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.81,84.7,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,,0.83,84.6,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
