PSDI,InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI000AA7,"InChI=1S/C14H12/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-8H,9-10H2",0.12,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2004.04.020,0.0.8
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",0.32,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000AE2,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",0.26,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000AE3,InChI=1S/C12H8/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-8H,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620180906,0.0.8
PSDI000AEC,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",0.17,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2015.07.015,0.0.8
PSDI000AF0,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",5300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00423A068,0.0.8
PSDI000B0B,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",14.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2004.09.009,0.0.8
PSDI000B14,"InChI=1S/C2HClF2O2/c3-2(4,5)1(6)7/h(H,6,7)",240.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI000B15,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)",2200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI000B16,"InChI=1S/C2H2F2O2/c3-1(4)2(5)6/h1H,(H,5,6)",300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI000B1F,"InChI=1S/C2HBr3O2/c3-2(4,5)1(6)7/h(H,6,7)",2900.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI000B27,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3",5.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(02)00087-0,0.0.8
PSDI000B2A,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",3.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/D2EM00365A,0.0.8
PSDI000B2D,InChI=1S/C2H3N/c1-2-3/h1H3,0.6,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000B33,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",0.97,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000B3F,InChI=1S/C2H2/c1-2/h1-2H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE60085A021,0.0.8
PSDI000B52,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/JD090ID02P03797,0.0.8
PSDI000B56,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",0.12,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000B6A,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",7.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000B75,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2",0.26,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000B8D,"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2",1.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JPCA.5B05174,0.0.8
PSDI000B8E,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-5,7-8H,1,6H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1136/OEM.36.3.231,0.0.8
PSDI000B9C,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000B9F,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,3.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2006.04.009,0.0.8
PSDI000B9F,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,28.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S1352-2310(02)00936-6,0.0.8
PSDI000B9F,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,3.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000BA4,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP403603Z,0.0.8
PSDI000BA6,"InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3",4.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.05.003,0.0.8
PSDI000BB5,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",21.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000BCB,InChI=1S/H3N/h1H3,0.28,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP991696P,0.0.8
PSDI000BEB,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",4.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000BEF,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2013.03.023,0.0.8
PSDI000BF4,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,0.16,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000C0A,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2",490000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI000C0A,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2",9900000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI000C47,InChI=1S/C10H8/c1-2-5-9-7-4-8-10(9)6-3-1/h1-8H,0.15,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000C68,InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H,1.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000C70,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,0.32,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2010.05.044,0.0.8
PSDI000C79,"InChI=1S/C8H8O2/c1-10-8-5-3-2-4-7(8)6-9/h2-6H,1H3",10.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI000CC9,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHROMA.2014.03.040,0.0.8
PSDI000CF1,"InChI=1S/C7H4Cl4O/c1-12-7-5(10)3(8)2-4(9)6(7)11/h2H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI000CF5,"InChI=1S/C8H8Cl2/c9-5-7-3-1-2-4-8(7)6-10/h1-4H,5-6H2",0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000CF6,"InChI=1S/C7H6Cl2O/c1-10-6-4-2-3-5(8)7(6)9/h2-4H,1H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI000D59,"InChI=1S/C7H6Cl2O/c1-10-7-3-2-5(8)4-6(7)9/h2-4H,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI000DC8,InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,6.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000DC9,InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,15.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620111109,0.0.8
PSDI000DCF,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,30.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620111109,0.0.8
PSDI000DD2,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,10.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000DDC,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",290.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE600556D,0.0.8
PSDI000E34,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,0.29,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ED200303X,0.0.8
PSDI000E75,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",17.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000EB1,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE025545I,0.0.8
PSDI000EB4,"InChI=1S/C8H20N2O/c1-9(2)5-7-11-8-6-10(3)4/h5-8H2,1-4H3",79.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI000EDB,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",0.45,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE980070+,0.0.8
PSDI000EDC,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI000EEE,InChI=1S/Br2/c1-2,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,Partition coefficients of bromine and bromine chloride between air and natural brines,0.0.8
PSDI000EF1,"InChI=1S/C2H3BrO2/c3-1-2(4)5/h1H2,(H,4,5)",1500.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI000EF3,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000EF8,InChI=1S/CHBrCl2/c2-1(3)4/h1H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000EFC,InChI=1S/CHBr3/c2-1(3)4/h1H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000F21,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3",160.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI000F48,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2006.02.022,0.0.8
PSDI000F59,"InChI=1S/C4HF7O2/c5-2(6,1(12)13)3(7,8)4(9,10)11/h(H,12,13)",0.81,25.0,InChI=1S/H2O/h1H2,Sander2023,Physical property determination of perfluorinated surfactants,0.0.8
PSDI000F6C,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",100.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI000F6D,"InChI=1S/C6H14O/c1-3-5-6-7-4-2/h3-6H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC990757C,0.0.8
PSDI000F7D,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHROMA.2014.03.040,0.0.8
PSDI000F80,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",43.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI000F83,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.27,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1897/06-339R.1,0.0.8
PSDI000FBC,"InChI=1S/C12H9N/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8,13H",93.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.05.035,0.0.8
PSDI000FC3,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",24.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI000FC4,InChI=1S/CO2/c2-1-3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(96)03177-9,0.0.8
PSDI000FC5,InChI=1S/CS2/c2-1-3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000FC6,InChI=1S/CO/c1-2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/BBPC.198200051,0.0.8
PSDI000FC8,"InChI=1S/CCl4/c2-1(3,4)5",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI000FC9,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.16,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800623X,0.0.8
PSDI000FCB,InChI=1S/CF2O/c2-1(3)4,0.35,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/978-3-642-61445-3_6,0.0.8
PSDI000FCE,InChI=1S/COS/c2-1-3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/95JD00217,0.0.8
PSDI000FDE,"InChI=1S/C15H24/c1-10-7-8-15-9-12(10)14(3,4)13(15)6-5-11(15)2/h7,11-13H,5-6,8-9H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI001008,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",0.18,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00070A013,0.0.8
PSDI001008,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.06.035,0.0.8
PSDI001008,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.06.035,0.0.8
PSDI001015,InChI=1S/Cl2/c1-2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE00043A017,0.0.8
PSDI00101A,InChI=1S/C12H6Cl3NO3/c13-7-5-10(14)12(11(15)6-7)19-9-3-1-8(2-4-9)16(17)18/h1-6H,8.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(89)90482-7,0.0.8
PSDI00101C,InChI=1S/C2HClF2/c3-1-2(4)5/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Experimentelle Bestimmung und Korrelierung von Verteilungskoeffizienten in verd\unnten L\""osungen""",0.0.8
PSDI001020,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",1100.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI001022,"InChI=1S/C3H5ClO/c1-3(5)2-4/h2H2,1H3",0.58,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0960-1686(91)90006-S,0.0.8
PSDI001024,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2021.129858,0.0.8
PSDI001026,InChI=1S/CH2BrCl/c2-1-3/h1H2,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001027,"InChI=1S/C6H11Cl/c7-6-4-2-1-3-5-6/h6H,1-5H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(03)00286-3,0.0.8
PSDI001028,InChI=1S/CHClF2/c2-1(3)4/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.2343/GEOCHEMJ.1.0122,0.0.8
PSDI00102A,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI00102B,InChI=1S/CH2ClF/c2-1-3/h1H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/J150569A031,0.0.8
PSDI00102C,InChI=1S/CHCl3/c2-1(3)4/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001034,"InChI=1S/C2ClF5/c3-1(4,5)2(6,7)8",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Messung und Korrelierung von Gasl\oslichkeiten halogenierter Kohlenwasserstoffe""",0.0.8
PSDI00103B,InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,50.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(89)90482-7,0.0.8
PSDI00103F,"InChI=1S/CClF3/c2-1(3,4)5",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Messung und Korrelierung von Gasl\oslichkeiten halogenierter Kohlenwasserstoffe""",0.0.8
PSDI001049,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)",23.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI00104B,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",0.22,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2006.04.009,0.0.8
PSDI001061,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,2.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI001081,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0304-3894(88)85057-X,0.0.8
PSDI0010D0,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0010FE,"InChI=1S/C12H24O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h12-13H,1-11H2",3.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI001106,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",2.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI001109,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001125,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",2.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001130,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,0.86,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(02)00087-0,0.0.8
PSDI001139,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(03)00286-3,0.0.8
PSDI001146,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/IE030800T,0.0.8
PSDI001149,"InChI=1S/C8H14/c1-2-4-6-8-7-5-3-1/h1-2H,3-8H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/IE030800T,0.0.8
PSDI00114F,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE00012A017,0.0.8
PSDI00115E,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",2.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(02)00087-0,0.0.8
PSDI001160,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,2.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE900711H,0.0.8
PSDI001166,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(03)00286-3,0.0.8
PSDI00116D,InChI=1S/C3H6/c1-2-3-1/h1-3H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-4347(00)82845-5,0.0.8
PSDI0011A5,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP403603Z,0.0.8
PSDI0011B6,InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.06.035,0.0.8
PSDI0011B7,InChI=1S/C12H5Br5O/c13-6-1-2-11(9(16)3-6)18-12-5-8(15)7(14)4-10(12)17/h1-5H,1.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ECOENV.2017.07.024,0.0.8
PSDI0011BC,InChI=1S/C12Br10O/c13-1-3(15)7(19)11(8(20)4(1)16)23-12-9(21)5(17)2(14)6(18)10(12)22,18.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ECOENV.2017.07.024,0.0.8
PSDI0011BE,InChI=1S/C12F10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0011C0,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.2754,0.0.8
PSDI0011C1,"InChI=1S/C10H30O3Si4/c1-14(2,3)11-16(7,8)13-17(9,10)12-15(4,5)6/h1-10H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.2754,0.0.8
PSDI0011F9,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00058A023,0.0.8
PSDI0011FE,"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",23.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620050809,0.0.8
PSDI0011FF,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.JIEC.2010.03.003,0.0.8
PSDI001205,"InChI=1S/C6H14N2O/c1-5(2)8(7-9)6(3)4/h5-6H,1-4H3",1.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI001207,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.JIEC.2010.03.003,0.0.8
PSDI00120A,"InChI=1S/C6H14S/c1-3-5-7-6-4-2/h3-6H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0021-9673(00)91567-X,0.0.8
PSDI001216,"InChI=1S/C6H10S/c1-3-5-7-6-4-2/h3-4H,1-2,5-6H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0168-1176(97)00281-4,0.0.8
PSDI001247,InChI=1S/CHBr2Cl/c2-1(3)4/h1H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001249,InChI=1S/CH2Br2/c2-1-3/h1H2,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
